,accdefrate,accexamcnt,accexamcompcnt,carecnt,clearcnt,createdt,deathcnt,decidecnt,examcnt,resutlnegcnt,seq,statedt,statetime,updatedt
191,1.410694676,9105770,9024490,8023,117411,2021-05-09 00:00:00.000,1874,127308,81280,8897182,476,2021-05-09 00:00:00.000,00:00,
192,1.406562226,9089165,9010906,8011,116868,2021-05-08 00:00:00.000,1865,126744,78259,8884162,475,2021-05-08 00:00:00.000,00:00,
193,1.404776863,9051353,8972457,8175,116008,2021-05-07 00:00:00.000,1860,126043,78896,8846414,474,2021-05-07 00:00:00.000,00:00,
194,1.404957457,9010991,8933936,8190,115477,2021-05-06 00:00:00.000,1851,125518,77055,8808418,473,2021-05-06 00:00:00.000,00:00,
195,1.401491609,8994068,8915073,8166,114931,2021-05-05 00:00:00.000,1847,124944,78995,8790129,472,2021-05-05 00:00:00.000,00:00,
196,1.399562882,8957154,8879058,8313,114115,2021-05-04 00:00:00.000,1840,124268,78096,8754790,471,2021-05-04 00:00:00.000,00:00,
197,1.401798692,8915325,8826303,8548,113345,2021-05-03 00:00:00.000,1834,123727,89022,8702576,470,2021-05-03 00:00:00.000,00:00,
198,1.398595447,8898233,8811626,8551,112855,2021-05-02 00:00:00.000,1833,123239,86607,8688387,469,2021-05-02 00:00:00.000,00:00,
199,1.393845883,8883387,8798175,8474,112328,2021-05-01 00:00:00.000,1831,122633,85212,8675542,468,2021-05-01 00:00:00.000,00:00,
200,1.391844194,8848291,8765780,8766,111412,2021-04-30 00:00:00.000,1828,122006,82511,8643774,467,2021-04-30 00:00:00.000,00:00,
201,1.390712113,8805778,8725386,8742,110778,2021-04-29 00:00:00.000,1825,121345,80392,8604041,466,2021-04-29 00:00:00.000,00:00,
202,1.388668632,8766496,8689330,8606,110239,2021-04-28 00:00:00.000,1821,120666,77166,8568664,465,2021-04-28 00:00:00.000,00:00,
203,1.386878116,8721608,8645100,8391,109686,2021-04-27 00:00:00.000,1820,119897,76508,8525203,464,2021-04-27 00:00:00.000,00:00,
204,1.389022528,8672977,8594893,8727,108841,2021-04-26 00:00:00.000,1817,119385,78084,8475508,463,2021-04-26 00:00:00.000,00:00,
205,1.386065198,8654790,8577230,8608,108465,2021-04-25 00:00:00.000,1813,118886,77560,8458344,462,2021-04-25 00:00:00.000,00:00,
206,1.382195163,8632922,8554653,8659,107771,2021-04-24 00:00:00.000,1812,118242,78269,8436411,461,2021-04-24 00:00:00.000,00:00,
207,1.374796777,8583529,8543590,8585,107061,2021-04-23 00:00:00.000,1811,117457,39939,8426133,460,2021-04-23 00:00:00.000,00:00,
208,1.377272408,8537504,8470365,8403,106449,2021-04-22 00:00:00.000,1808,116660,67139,8353705,459,2021-04-22 00:00:00.000,00:00,
209,1.375085969,8497593,8430382,8252,105867,2021-04-21 00:00:00.000,1806,115925,67211,8314457,458,2021-04-21 00:00:00.000,00:00,
210,1.372664279,8458591,8392001,8175,105217,2021-04-20 00:00:00.000,1802,115194,66590,8276807,457,2021-04-20 00:00:00.000,00:00,
211,1.373971918,8414820,8344057,8378,104466,2021-04-19 00:00:00.000,1801,114645,70763,8229412,456,2021-04-19 00:00:00.000,00:00,
212,1.37091215,8396065,8323874,8318,103998,2021-04-18 00:00:00.000,1797,114113,72191,8209761,455,2021-04-18 00:00:00.000,00:00,
213,1.365662265,8377778,8306739,8063,103585,2021-04-17 00:00:00.000,1794,113442,71039,8193297,454,2021-04-17 00:00:00.000,00:00,
214,1.365019181,8333331,8262448,7945,103049,2021-04-16 00:00:00.000,1790,112784,70883,8149664,453,2021-04-16 00:00:00.000,00:00,
215,1.363730967,8291124,8220903,7822,102501,2021-04-15 00:00:00.000,1788,112111,70221,8108792,452,2021-04-15 00:00:00.000,00:00,
216,1.363557535,8245386,8170759,7661,101970,2021-04-14 00:00:00.000,1782,111413,74627,8059346,451,2021-04-14 00:00:00.000,00:00,
217,1.36392993,8200517,8114933,7589,101318,2021-04-13 00:00:00.000,1775,110682,85584,8004251,450,2021-04-13 00:00:00.000,00:00,
218,1.366919627,8152781,8057533,7580,100790,2021-04-12 00:00:00.000,1770,110140,95248,7947393,449,2021-04-12 00:00:00.000,00:00,
219,1.363002809,8129530,8037621,7683,100102,2021-04-11 00:00:00.000,1768,109553,91909,7928068,448,2021-04-11 00:00:00.000,00:00,
220,1.358915373,8106628,8016614,7883,99291,2021-04-10 00:00:00.000,1765,108939,90014,7907675,447,2021-04-10 00:00:00.000,00:00,
221,1.357143027,8059111,7977199,7720,98778,2021-04-09 00:00:00.000,1764,108262,81912,7868937,446,2021-04-09 00:00:00.000,00:00,
222,1.356002483,8012419,7934425,7482,98351,2021-04-08 00:00:00.000,1758,107591,77994,7826834,445,2021-04-08 00:00:00.000,00:00,
223,1.354504067,7966165,7891523,7215,97920,2021-04-07 00:00:00.000,1756,106891,74642,7784632,444,2021-04-07 00:00:00.000,00:00,
224,1.354516686,7921288,7842133,7119,97352,2021-04-06 00:00:00.000,1752,106223,79155,7735910,443,2021-04-06 00:00:00.000,00:00,
225,1.35775092,7868818,7788321,7108,96890,2021-04-05 00:00:00.000,1748,105746,80497,7682575,442,2021-04-05 00:00:00.000,00:00,
226,1.354921538,7849474,7769675,6951,96578,2021-04-04 00:00:00.000,1744,105273,79799,7664402,441,2021-04-04 00:00:00.000,00:00,
227,1.350603555,7829599,7754311,6805,96185,2021-04-03 00:00:00.000,1740,104730,75288,7649581,440,2021-04-03 00:00:00.000,00:00,
228,1.350002546,7788293,7717541,6603,95847,2021-04-02 00:00:00.000,1737,104187,70752,7613354,439,2021-04-02 00:00:00.000,00:00,
229,1.349060526,7747301,7681642,6469,95426,2021-04-01 00:00:00.000,1735,103630,65659,7578012,438,2021-04-01 00:00:00.000,00:00,
230,1.349820651,7707798,7636496,6331,95017,2021-03-31 00:00:00.000,1731,103079,71302,7533417,437,2021-03-31 00:00:00.000,00:00,
231,1.352211626,7663997,7585573,6294,94550,2021-03-30 00:00:00.000,1729,102573,78424,7483000,436,2021-03-30 00:00:00.000,00:00,
232,1.354925246,7616328,7537390,6290,94110,2021-03-29 00:00:00.000,1726,102126,78938,7435264,435,2021-03-29 00:00:00.000,00:00,
233,1.353520672,7595594,7516989,6179,93843,2021-03-28 00:00:00.000,1722,101744,78605,7415245,434,2021-03-28 00:00:00.000,00:00,
234,1.350629659,7572566,7497392,6077,93464,2021-03-27 00:00:00.000,1721,101262,75174,7396130,433,2021-03-27 00:00:00.000,00:00,
235,1.35208143,7529401,7451992,6429,92612,2021-03-26 00:00:00.000,1716,100757,77409,7351235,432,2021-03-26 00:00:00.000,00:00,
236,1.355178997,7485858,7398875,6506,92053,2021-03-25 00:00:00.000,1709,100268,86983,7298607,431,2021-03-25 00:00:00.000,00:00,
237,1.358916428,7441209,7346883,6586,91545,2021-03-24 00:00:00.000,1707,99838,94326,7247045,430,2021-03-24 00:00:00.000,00:00,
238,1.361628431,7400989,7300817,6642,91064,2021-03-23 00:00:00.000,1704,99410,100172,7201407,429,2021-03-23 00:00:00.000,00:00,
239,1.365866653,7355963,7252831,6770,90597,2021-03-22 00:00:00.000,1697,99064,103132,7153767,428,2021-03-22 00:00:00.000,00:00,
240,1.363609032,7332713,7234405,6639,90314,2021-03-21 00:00:00.000,1696,98649,98308,7135756,427,2021-03-21 00:00:00.000,00:00,
241,1.36078075,7308949,7215931,6565,89935,2021-03-20 00:00:00.000,1693,98193,93018,7117738,426,2021-03-20 00:00:00.000,00:00,
242,1.362010055,7264940,7176599,6548,89508,2021-03-19 00:00:00.000,1690,97746,88341,7078853,425,2021-03-19 00:00:00.000,00:00,
243,1.364731094,7218086,7128364,6431,89164,2021-03-18 00:00:00.000,1688,97283,89722,7031081,424,2021-03-18 00:00:00.000,00:00,
244,1.366215546,7171509,7088047,6353,88799,2021-03-17 00:00:00.000,1686,96838,83462,6991209,423,2021-03-17 00:00:00.000,00:00,
245,1.367317856,7126076,7048032,6451,88240,2021-03-16 00:00:00.000,1678,96369,78044,6951663,422,2021-03-16 00:00:00.000,00:00,
246,1.368903786,7084939,7013349,6591,87740,2021-03-15 00:00:00.000,1675,96006,71590,6917343,421,2021-03-15 00:00:00.000,00:00,
247,1.366772257,7066400,6996557,6565,87393,2021-03-14 00:00:00.000,1669,95627,69843,6900930,420,2021-03-14 00:00:00.000,00:00,
248,1.36365193,7046781,6978907,6888,86613,2021-03-13 00:00:00.000,1667,95168,67874,6883739,419,2021-03-13 00:00:00.000,00:00,
249,1.363465187,7012663,6943925,7284,85732,2021-03-12 00:00:00.000,1662,94678,68738,6849247,418,2021-03-12 00:00:00.000,00:00,
250,1.363346349,6976984,6908736,7873,84665,2021-03-11 00:00:00.000,1652,94190,68248,6814546,417,2021-03-11 00:00:00.000,00:00,
251,1.364541999,6938883,6868605,7776,84301,2021-03-10 00:00:00.000,1648,93725,70278,6774880,416,2021-03-10 00:00:00.000,00:00,
252,1.364877361,6902983,6832482,7721,83889,2021-03-09 00:00:00.000,1645,93255,70501,6739227,415,2021-03-09 00:00:00.000,00:00,
253,1.365960332,6861808,6794414,7705,83462,2021-03-08 00:00:00.000,1642,92809,67394,6701605,414,2021-03-08 00:00:00.000,00:00,
254,1.364419324,6843125,6776729,7622,83207,2021-03-07 00:00:00.000,1634,92463,66396,6684266,413,2021-03-07 00:00:00.000,00:00,
255,1.362292728,6821942,6756771,7514,82901,2021-03-06 00:00:00.000,1632,92047,65171,6664724,412,2021-03-06 00:00:00.000,00:00,
256,1.362451625,6789010,6725303,7457,82545,2021-03-05 00:00:00.000,1627,91629,63707,6633674,411,2021-03-05 00:00:00.000,00:00,
257,1.363323226,6751899,6691810,7464,82148,2021-03-04 00:00:00.000,1619,91231,60089,6600579,410,2021-03-04 00:00:00.000,00:00,
258,1.365450011,6716202,6650335,7508,81687,2021-03-03 00:00:00.000,1612,90807,65867,6559528,409,2021-03-03 00:00:00.000,00:00,
259,1.367366453,6681975,6608543,7433,81324,2021-03-02 00:00:00.000,1606,90363,73432,6518180,408,2021-03-02 00:00:00.000,00:00,
260,1.365577626,6665754,6592009,7358,81056,2021-03-01 00:00:00.000,1605,90019,73745,6501990,407,2021-03-01 00:00:00.000,00:00,
261,1.363479598,6649005,6576116,7378,80683,2021-02-28 00:00:00.000,1603,89664,72889,6486452,406,2021-02-28 00:00:00.000,00:00,
262,1.361786154,6627214,6558225,7396,80318,2021-02-27 00:00:00.000,1595,89309,68989,6468916,405,2021-02-27 00:00:00.000,00:00,
263,1.363170117,6590065,6521123,7444,79865,2021-02-26 00:00:00.000,1585,88894,68942,6432229,404,2021-02-26 00:00:00.000,00:00,
264,1.365313386,6551213,6482541,7453,79473,2021-02-25 00:00:00.000,1581,88507,68672,6394034,403,2021-02-25 00:00:00.000,00:00,
265,1.369049312,6510987,6435999,7501,79035,2021-02-24 00:00:00.000,1576,88112,74988,6347887,402,2021-02-24 00:00:00.000,00:00,
266,1.370171942,6472678,6398613,7720,78379,2021-02-23 00:00:00.000,1573,87672,74065,6310941,401,2021-02-23 00:00:00.000,00:00,
267,1.373609691,6429143,6356682,7882,77872,2021-02-22 00:00:00.000,1562,87316,72461,6269366,400,2021-02-22 00:00:00.000,00:00,
268,1.372424003,6411339,6337983,7925,77502,2021-02-21 00:00:00.000,1557,86984,73356,6250999,399,2021-02-21 00:00:00.000,00:00,
269,1.37094142,6390630,6314493,7944,77071,2021-02-20 00:00:00.000,1553,86568,76137,6227925,398,2021-02-20 00:00:00.000,00:00,
270,1.372457619,6345991,6274875,8067,76503,2021-02-19 00:00:00.000,1550,86120,71116,6188755,397,2021-02-19 00:00:00.000,00:00,
271,1.372789348,6303213,6232493,8128,75887,2021-02-18 00:00:00.000,1544,85559,70720,6146934,396,2021-02-18 00:00:00.000,00:00,
272,1.372589831,6260566,6188156,8050,75350,2021-02-17 00:00:00.000,1538,84938,72410,6103218,395,2021-02-17 00:00:00.000,00:00,
273,1.374003682,6213489,6136592,8242,74541,2021-02-16 00:00:00.000,1534,84317,76897,6052275,394,2021-02-16 00:00:00.000,00:00,
274,1.378661134,6162859,6082713,8547,73786,2021-02-15 00:00:00.000,1527,83860,80146,5998853,393,2021-02-15 00:00:00.000,00:00,
275,1.377739762,6140085,6061885,8444,73551,2021-02-14 00:00:00.000,1522,83517,78200,5978368,392,2021-02-14 00:00:00.000,00:00,
276,1.376175852,6115336,6045085,8458,73219,2021-02-13 00:00:00.000,1514,83191,70251,5961894,391,2021-02-13 00:00:00.000,00:00,
277,1.377611702,6093368,6012507,8395,72927,2021-02-12 00:00:00.000,1507,82829,80861,5929678,390,2021-02-12 00:00:00.000,00:00,
278,1.376429369,6070007,5988393,8303,72627,2021-02-11 00:00:00.000,1496,82426,81614,5905967,389,2021-02-11 00:00:00.000,00:00,
279,1.376852832,6030022,5949946,8226,72210,2021-02-10 00:00:00.000,1486,81922,80076,5868024,388,2021-02-10 00:00:00.000,00:00,
280,1.379866528,5987404,5904774,8335,71661,2021-02-09 00:00:00.000,1482,81478,82630,5823296,387,2021-02-09 00:00:00.000,00:00,
281,1.386812206,5938195,5853352,8497,71204,2021-02-08 00:00:00.000,1474,81175,84843,5772177,386,2021-02-08 00:00:00.000,00:00,
282,1.388326537,5916974,5826223,8576,70840,2021-02-07 00:00:00.000,1471,80887,90751,5745336,385,2021-02-07 00:00:00.000,00:00,
283,1.389242841,5893352,5795675,8562,70490,2021-02-06 00:00:00.000,1464,80516,97677,5715159,384,2021-02-06 00:00:00.000,00:00,
284,1.395991442,5847177,5739720,8579,70088,2021-02-05 00:00:00.000,1459,80126,107457,5659594,383,2021-02-05 00:00:00.000,00:00,
285,1.403523344,5803094,5682556,8621,69687,2021-02-04 00:00:00.000,1448,79756,120538,5602800,382,2021-02-04 00:00:00.000,00:00,
286,1.411657527,5756713,5617864,8584,69280,2021-02-03 00:00:00.000,1441,79305,138849,5538559,381,2021-02-03 00:00:00.000,00:00,
287,1.418677606,5711412,5557147,8647,68756,2021-02-02 00:00:00.000,1435,78838,154265,5478309,380,2021-02-02 00:00:00.000,00:00,
288,1.424102272,5661841,5512385,8790,68287,2021-02-01 00:00:00.000,1425,78502,149456,5433883,379,2021-02-01 00:00:00.000,00:00,
289,1.424024729,5640817,5491267,8940,67837,2021-01-31 00:00:00.000,1420,78197,149550,5413070,378,2021-01-31 00:00:00.000,00:00,
290,1.422899166,5616527,5470732,9332,67097,2021-01-30 00:00:00.000,1414,77843,145795,5392889,377,2021-01-30 00:00:00.000,00:00,
291,1.426092065,5569261,5426508,9508,66480,2021-01-29 00:00:00.000,1399,77387,142753,5349121,376,2021-01-29 00:00:00.000,00:00,
292,1.428968994,5522186,5382762,9536,65996,2021-01-28 00:00:00.000,1386,76918,139424,5305844,375,2021-01-28 00:00:00.000,00:00,
293,1.433570126,5469244,5330817,9587,65456,2021-01-27 00:00:00.000,1378,76421,138427,5254396,374,2021-01-27 00:00:00.000,00:00,
294,1.435655706,5422760,5284136,9723,64768,2021-01-26 00:00:00.000,1371,75862,138624,5208274,373,2021-01-26 00:00:00.000,00:00,
295,1.440666034,5376083,5241534,11223,62930,2021-01-25 00:00:00.000,1360,75513,134549,5166021,372,2021-01-25 00:00:00.000,00:00,
296,1.438628623,5354346,5218581,11224,62503,2021-01-24 00:00:00.000,1349,75076,135765,5143505,371,2021-01-24 00:00:00.000,00:00,
297,1.438145992,5329704,5193075,11331,62016,2021-01-23 00:00:00.000,1337,74684,136629,5118391,370,2021-01-23 00:00:00.000,00:00,
298,1.442061196,5282220,5149088,11541,61384,2021-01-22 00:00:00.000,1328,74253,133132,5074835,369,2021-01-22 00:00:00.000,00:00,
299,1.45014296,5237602,5096532,11775,60816,2021-01-21 00:00:00.000,1316,73907,141070,5022625,368,2021-01-21 00:00:00.000,00:00,
300,1.457320534,5192124,5043983,12063,60144,2021-01-20 00:00:00.000,1300,73507,148141,4970476,367,2021-01-20 00:00:00.000,00:00,
301,1.466172614,5140320,4985975,12386,59434,2021-01-19 00:00:00.000,1283,73103,154345,4912872,366,2021-01-19 00:00:00.000,00:00,
302,1.475235531,5087214,4929179,12776,58677,2021-01-18 00:00:00.000,1264,72717,158035,4856462,365,2021-01-18 00:00:00.000,00:00,
303,1.475509797,5061284,4901899,12874,58205,2021-01-17 00:00:00.000,1249,72328,159385,4829571,364,2021-01-17 00:00:00.000,00:00,
304,1.472493784,5032264,4876625,13060,57512,2021-01-16 00:00:00.000,1236,71808,155639,4804817,363,2021-01-16 00:00:00.000,00:00,
305,1.479065025,4978068,4815745,13518,56493,2021-01-15 00:00:00.000,1217,71228,162323,4744517,362,2021-01-15 00:00:00.000,00:00,
306,1.487001355,4925353,4755611,13849,55672,2021-01-14 00:00:00.000,1195,70716,169742,4684895,361,2021-01-14 00:00:00.000,00:00,
307,1.496825175,4872306,4689392,14400,54607,2021-01-13 00:00:00.000,1185,70192,182914,4619200,360,2021-01-13 00:00:00.000,00:00,
308,1.504783882,4814079,4627309,14929,53537,2021-01-12 00:00:00.000,1165,69631,186770,4557678,359,2021-01-12 00:00:00.000,00:00,
309,1.514582908,4751679,4561916,15431,52523,2021-01-11 00:00:00.000,1140,69094,189763,4492822,358,2021-01-11 00:00:00.000,00:00,
310,1.5146283,4723457,4532003,17131,50387,2021-01-10 00:00:00.000,1125,68643,191454,4463360,357,2021-01-10 00:00:00.000,00:00,
311,1.509563165,4689610,4503687,17603,49283,2021-01-09 00:00:00.000,1100,67986,185923,4435701,356,2021-01-09 00:00:00.000,00:00,
312,1.516934389,4629998,4439546,17935,48329,2021-01-08 00:00:00.000,1081,67345,190452,4372201,355,2021-01-08 00:00:00.000,00:00,
313,1.522850408,4569802,4378040,18003,47622,2021-01-07 00:00:00.000,1046,66671,191762,4311369,354,2021-01-07 00:00:00.000,00:00,
314,1.525745123,4504860,4312778,17810,46965,2021-01-06 00:00:00.000,1027,65802,192082,4246976,353,2021-01-06 00:00:00.000,00:00,
315,1.530147779,4439354,4245603,17820,46137,2021-01-05 00:00:00.000,1007,64964,193751,4180639,352,2021-01-05 00:00:00.000,00:00,
316,1.534925834,4376602,4185870,18061,45208,2021-01-04 00:00:00.000,981,64250,190732,4121620,351,2021-01-04 00:00:00.000,00:00,
317,1.522015425,4340832,4154360,17791,44477,2021-01-03 00:00:00.000,962,63230,186472,4091130,350,2021-01-03 00:00:00.000,00:00,
318,1.517507982,4302792,4123405,18085,43546,2021-01-02 00:00:00.000,942,62573,179387,4060832,349,2021-01-02 00:00:00.000,00:00,
319,1.508973374,4269312,4092385,17907,42929,2021-01-01 00:00:00.000,917,61753,176927,4030632,348,2021-01-01 00:00:00.000,00:00,
320,1.501804361,4213874,4043536,17594,42232,2020-12-31 00:00:00.000,900,60726,170338,3982810,347,2020-12-31 00:00:00.000,00:00,
321,1.498566232,4159516,3987745,17469,41411,2020-12-30 00:00:00.000,879,59759,171771,3927986,346,2020-12-30 00:00:00.000,00:00,
322,1.494928589,4098173,3927211,17165,40685,2020-12-29 00:00:00.000,859,58709,170962,3868502,345,2020-12-29 00:00:00.000,00:00,
323,1.490659499,4038300,3868422,17597,39249,2020-12-28 00:00:00.000,819,57665,169878,3810757,344,2020-12-28 00:00:00.000,00:00,
324,1.48092295,4006406,3839430,17031,39020,2020-12-27 00:00:00.000,808,56859,166976,3782571,343,2020-12-27 00:00:00.000,00:00,
325,1.465980589,3969409,3812397,16582,38514,2020-12-26 00:00:00.000,793,55889,157012,3756508,342,2020-12-26 00:00:00.000,00:00,
326,1.447642776,3939352,3782563,15957,38028,2020-12-25 00:00:00.000,773,54758,156789,3727805,341,2020-12-25 00:00:00.000,00:00,
327,1.434156057,3882205,3731672,15362,37400,2020-12-24 00:00:00.000,756,53518,150533,3678154,340,2020-12-24 00:00:00.000,00:00,
328,1.430070212,3826565,3673456,15084,36710,2020-12-23 00:00:00.000,739,52533,153109,3620923,339,2020-12-23 00:00:00.000,00:00,
329,1.420568769,3772425,3621296,14809,35912,2020-12-22 00:00:00.000,722,51443,151129,3569853,338,2020-12-22 00:00:00.000,00:00,
330,1.417748074,3713856,3567418,14740,35139,2020-12-21 00:00:00.000,698,50577,146438,3516841,337,2020-12-21 00:00:00.000,00:00,
331,1.401195841,3683091,3543616,14270,34709,2020-12-20 00:00:00.000,674,49653,139475,3493963,336,2020-12-20 00:00:00.000,00:00,
332,1.379455525,3646245,3520012,13576,34322,2020-12-19 00:00:00.000,659,48557,126233,3471455,335,2020-12-19 00:00:00.000,00:00,
333,1.365610315,3589795,3479177,12901,33966,2020-12-18 00:00:00.000,645,47512,110618,3431665,334,2020-12-18 00:00:00.000,00:00,
334,1.350397432,3538838,3439580,12219,33595,2020-12-17 00:00:00.000,634,46448,99258,3393132,333,2020-12-17 00:00:00.000,00:00,
335,1.338663158,3488767,3393983,11888,32934,2020-12-16 00:00:00.000,612,45434,94784,3348549,332,2020-12-16 00:00:00.000,00:00,
336,1.324951572,3441218,3347745,11208,32548,2020-12-15 00:00:00.000,600,44356,93473,3303389,331,2020-12-15 00:00:00.000,00:00,
337,1.314351878,3397037,3307790,10797,32092,2020-12-14 00:00:00.000,587,43476,89247,3264314,330,2020-12-14 00:00:00.000,00:00,
338,1.301825015,3374593,3284466,10375,31803,2020-12-13 00:00:00.000,580,42758,90127,3241708,329,2020-12-13 00:00:00.000,00:00,
339,1.278776141,3349862,3263120,9668,31482,2020-12-12 00:00:00.000,578,41728,86742,3221392,328,2020-12-12 00:00:00.000,00:00,
340,1.261101282,3311211,3233523,9059,31147,2020-12-11 00:00:00.000,572,40778,77688,3192745,327,2020-12-11 00:00:00.000,00:00,
341,1.250755807,3277946,3205182,8899,30626,2020-12-10 00:00:00.000,564,40089,72764,3165093,326,2020-12-10 00:00:00.000,00:00,
342,1.238519208,3253219,3181945,8686,30167,2020-12-09 00:00:00.000,556,39409,71274,3142536,325,2020-12-09 00:00:00.000,00:00,
343,1.231280807,3221316,3146236,8547,29640,2020-12-08 00:00:00.000,552,38739,75080,3107497,324,2020-12-08 00:00:00.000,00:00,
344,1.214506979,3209367,3141357,8310,29293,2020-12-07 00:00:00.000,549,38152,68010,3103205,323,2020-12-07 00:00:00.000,00:00,
345,1.200361224,3194858,3127142,7872,29120,2020-12-06 00:00:00.000,545,37537,67716,3089605,322,2020-12-06 00:00:00.000,00:00,
346,1.185080052,3180487,3114220,7459,28907,2020-12-05 00:00:00.000,540,36906,66267,3077314,321,2020-12-05 00:00:00.000,00:00,
347,1.174407365,3157407,3093390,7194,28599,2020-12-04 00:00:00.000,536,36329,64017,3057061,320,2020-12-04 00:00:00.000,00:00,
348,1.164379719,3131884,3066096,6831,28341,2020-12-03 00:00:00.000,529,35701,65788,3030395,319,2020-12-03 00:00:00.000,00:00,
349,1.155922091,3106968,3041814,6582,28053,2020-12-02 00:00:00.000,526,35161,65154,3006653,318,2020-12-02 00:00:00.000,00:00,
350,1.147691881,3083995,3019103,6249,27875,2020-12-01 00:00:00.000,526,34650,64892,2984453,317,2020-12-01 00:00:00.000,00:00,
351,1.140801353,3061170,2997805,6061,27612,2020-11-30 00:00:00.000,526,34199,63365,2963606,316,2020-11-30 00:00:00.000,00:00,
352,1.131370852,3046908,2984079,5732,27506,2020-11-29 00:00:00.000,523,33761,62829,2950318,315,2020-11-29 00:00:00.000,00:00,
353,1.120395702,3031940,2973146,5461,27328,2020-11-28 00:00:00.000,522,33311,58794,2939835,314,2020-11-28 00:00:00.000,00:00,
354,1.111057679,3009499,2952862,5195,27097,2020-11-27 00:00:00.000,516,32808,56637,2920054,313,2020-11-27 00:00:00.000,00:00,
355,1.099801168,2987982,2932621,4794,26944,2020-11-26 00:00:00.000,515,32253,55361,2900368,312,2020-11-26 00:00:00.000,00:00,
356,1.088196409,2966342,2910504,4340,26819,2020-11-25 00:00:00.000,513,31672,55838,2878832,311,2020-11-25 00:00:00.000,00:00,
357,1.083236082,2946336,2888567,4064,26716,2020-11-24 00:00:00.000,510,31290,57769,2857277,310,2020-11-24 00:00:00.000,00:00,
358,1.079732567,2922072,2865617,3900,26532,2020-11-23 00:00:00.000,509,30941,56455,2834676,309,2020-11-23 00:00:00.000,00:00,
359,1.074331704,2908827,2854798,3704,26461,2020-11-22 00:00:00.000,505,30670,54029,2824128,308,2020-11-22 00:00:00.000,00:00,
360,1.066305655,2896683,2845338,3476,26361,2020-11-21 00:00:00.000,503,30340,51345,2814998,307,2020-11-21 00:00:00.000,00:00,
361,1.060229637,2873380,2825237,3193,26260,2020-11-20 00:00:00.000,501,29954,48143,2795283,306,2020-11-20 00:00:00.000,00:00,
362,1.05424336,2853795,2808270,3014,26094,2020-11-19 00:00:00.000,498,29606,45525,2778664,305,2020-11-19 00:00:00.000,00:00,
363,1.048880158,2834332,2791644,2816,25969,2020-11-18 00:00:00.000,496,29281,42688,2762363,304,2020-11-18 00:00:00.000,00:00,
364,1.045069995,2815753,2774551,2646,25856,2020-11-17 00:00:00.000,494,28996,41202,2745555,303,2020-11-17 00:00:00.000,00:00,
365,1.042482446,2797689,2759375,2517,25755,2020-11-16 00:00:00.000,494,28766,38314,2730609,302,2020-11-16 00:00:00.000,00:00,
366,1.037775705,2786876,2750498,2363,25688,2020-11-15 00:00:00.000,493,28544,36378,2721954,301,2020-11-15 00:00:00.000,00:00,
367,1.033182078,2777287,2742595,2211,25633,2020-11-14 00:00:00.000,492,28336,34692,2714259,300,2020-11-14 00:00:00.000,00:00,
368,1.029952879,2761409,2731290,2111,25532,2020-11-13 00:00:00.000,488,28131,30119,2703159,299,2020-11-13 00:00:00.000,00:00,
369,1.027022378,2749770,2720486,2053,25400,2020-11-12 00:00:00.000,487,27940,29284,2692546,298,2020-11-12 00:00:00.000,00:00,
370,1.026536241,2736532,2707844,2049,25261,2020-11-11 00:00:00.000,487,27797,28688,2680047,297,2020-11-11 00:00:00.000,00:00,
371,1.025628091,2723959,2696104,2012,25155,2020-11-10 00:00:00.000,485,27652,27855,2668452,296,2020-11-10 00:00:00.000,00:00,
372,1.02675863,2709198,2683396,2047,25025,2020-11-09 00:00:00.000,480,27552,25802,2655844,295,2020-11-09 00:00:00.000,00:00,
373,1.024416645,2702879,2677231,1983,24965,2020-11-08 00:00:00.000,478,27426,25648,2649805,294,2020-11-08 00:00:00.000,00:00,
374,1.021440784,2697248,2671031,1898,24908,2020-11-07 00:00:00.000,477,27283,26217,2643748,293,2020-11-07 00:00:00.000,00:00,
375,1.02206801,2686313,2660684,1900,24818,2020-11-06 00:00:00.000,476,27194,25629,2633490,292,2020-11-06 00:00:00.000,00:00,
376,1.021239933,2673705,2648643,1842,24732,2020-11-05 00:00:00.000,475,27049,25062,2621594,291,2020-11-05 00:00:00.000,00:00,
377,1.020620136,2662259,2638004,1837,24613,2020-11-04 00:00:00.000,474,26924,24255,2611080,290,2020-11-04 00:00:00.000,00:00,
378,1.021591101,2649859,2624044,1830,24505,2020-11-03 00:00:00.000,472,26807,25815,2597237,289,2020-11-03 00:00:00.000,00:00,
379,1.023772886,2636650,2611126,1873,24391,2020-11-02 00:00:00.000,468,26732,25524,2584394,288,2020-11-02 00:00:00.000,00:00,
380,1.02214605,2630630,2605792,1816,24353,2020-11-01 00:00:00.000,466,26635,24838,2579157,287,2020-11-01 00:00:00.000,00:00,
381,1.020119177,2624492,2598814,1740,24307,2020-10-31 00:00:00.000,464,26511,25678,2572303,286,2020-10-31 00:00:00.000,00:00,
382,1.020318981,2612231,2585858,1698,24223,2020-10-30 00:00:00.000,463,26384,26373,2559474,285,2020-10-30 00:00:00.000,00:00,
383,1.021490534,2597978,2571830,1646,24163,2020-10-29 00:00:00.000,462,26271,26148,2545559,284,2020-10-29 00:00:00.000,00:00,
