,accdefrate,accexamcnt,accexamcompcnt,carecnt,clearcnt,createdt,deathcnt,decidecnt,examcnt,resutlnegcnt,seq,statedt,statetime,updatedt
583,2.111162368,510479,496409,3275,6994,2020-04-11 00:00:00.000,211,10480,14070,485929,83,2020-04-11 00:00:00.000,00:00,
584,2.142477853,503051,487753,3371,6871,2020-04-10 00:00:00.000,208,10450,15298,477303,82,2020-04-10 00:00:00.000,00:00,
585,2.175074395,494711,479202,3504,6715,2020-04-09 00:00:00.000,204,10423,15509,468779,81,2020-04-09 00:00:00.000,00:00,
586,2.218116182,486003,468145,3654,6530,2020-04-08 00:00:00.000,200,10384,17858,457761,80,2020-04-08 00:00:00.000,00:00,
587,2.262325524,477304,456654,3688,6451,2020-04-07 00:00:00.000,192,10331,20650,446323,79,2020-04-07 00:00:00.000,00:00,
588,2.298054341,466804,447509,3739,6359,2020-04-06 00:00:00.000,186,10284,19295,437225,78,2020-04-06 00:00:00.000,00:00,
589,2.317835811,461233,441662,3827,6227,2020-04-05 00:00:00.000,183,10237,19571,431425,77,2020-04-05 00:00:00.000,00:00,
590,2.33531392,455032,434888,3895,6084,2020-04-04 00:00:00.000,177,10156,20144,424732,76,2020-04-04 00:00:00.000,00:00,
591,2.371072072,443273,424365,4099,5789,2020-04-03 00:00:00.000,174,10062,18908,414303,75,2020-04-03 00:00:00.000,00:00,
592,2.410488622,431743,413858,4198,5609,2020-04-02 00:00:00.000,169,9976,17885,403882,74,2020-04-02 00:00:00.000,00:00,
593,2.441463644,421547,404962,4361,5361,2020-04-01 00:00:00.000,165,9887,16585,395075,73,2020-04-01 00:00:00.000,00:00,
594,2.485825764,410564,393672,4418,5206,2020-03-31 00:00:00.000,162,9786,16892,383886,72,2020-03-31 00:00:00.000,00:00,
595,2.506934876,398902,385371,4460,5043,2020-03-30 00:00:00.000,158,9661,13531,375710,71,2020-03-30 00:00:00.000,00:00,
596,2.527742388,394141,379113,4574,4857,2020-03-29 00:00:00.000,152,9583,15028,369530,70,2020-03-29 00:00:00.000,00:00,
597,2.552233541,387925,371361,4693,4641,2020-03-28 00:00:00.000,144,9478,16564,361883,69,2020-03-28 00:00:00.000,00:00,
598,2.579739151,376961,361742,4826,4367,2020-03-27 00:00:00.000,139,9332,15219,352410,68,2020-03-27 00:00:00.000,00:00,
599,2.635970254,364942,350573,5109,4001,2020-03-26 00:00:00.000,131,9241,14369,341332,67,2020-03-26 00:00:00.000,00:00,
600,2.659057442,357896,343618,5405,3606,2020-03-25 00:00:00.000,126,9137,14278,334481,66,2020-03-25 00:00:00.000,00:00,
601,2.712657065,348582,333142,5521,3396,2020-03-24 00:00:00.000,120,9037,15440,324105,65,2020-03-24 00:00:00.000,00:00,
602,2.762262336,338036,324408,5785,3065,2020-03-23 00:00:00.000,111,8961,13628,315447,64,2020-03-23 00:00:00.000,00:00,
603,2.804501324,331780,317240,5976,2817,2020-03-22 00:00:00.000,104,8897,14540,308343,63,2020-03-22 00:00:00.000,00:00,
604,2.82195603,327509,311805,6161,2536,2020-03-21 00:00:00.000,102,8799,15704,303006,62,2020-03-21 00:00:00.000,00:00,
605,2.873091828,316664,301139,6385,2173,2020-03-20 00:00:00.000,94,8652,15525,292487,61,2020-03-20 00:00:00.000,00:00,
606,2.942085738,307024,291120,6578,1896,2020-03-19 00:00:00.000,91,8565,15904,282555,60,2020-03-19 00:00:00.000,00:00,
607,3.012162506,295647,279301,6831,1498,2020-03-18 00:00:00.000,84,8413,16346,270888,59,2020-03-18 00:00:00.000,00:00,
608,3.088057901,286716,269425,6877,1362,2020-03-17 00:00:00.000,81,8320,17291,261105,58,2020-03-17 00:00:00.000,00:00,
609,3.173392208,274504,259533,7055,1106,2020-03-16 00:00:00.000,75,8236,14971,251297,57,2020-03-16 00:00:00.000,00:00,
610,3.239660237,268212,251940,7280,807,2020-03-15 00:00:00.000,75,8162,16272,243778,56,2020-03-15 00:00:00.000,00:00,
611,3.318000336,261335,243701,7324,690,2020-03-14 00:00:00.000,72,8086,17634,235615,55,2020-03-14 00:00:00.000,00:00,
612,3.458499309,248647,230707,7422,490,2020-03-13 00:00:00.000,67,7979,17940,222728,54,2020-03-13 00:00:00.000,00:00,
613,3.621744273,234998,217271,7485,318,2020-03-12 00:00:00.000,66,7869,17727,209402,53,2020-03-12 00:00:00.000,00:00,
614,3.804174536,222395,203855,7423,272,2020-03-11 00:00:00.000,60,7755,18540,196100,52,2020-03-11 00:00:00.000,00:00,
615,3.919308057,210144,191692,7227,232,2020-03-10 00:00:00.000,54,7513,18452,184179,51,2020-03-10 00:00:00.000,00:00,
616,4.120339361,196618,179160,7172,159,2020-03-09 00:00:00.000,51,7382,17458,171778,50,2020-03-09 00:00:00.000,00:00,
617,4.21775786,188518,169142,6958,126,2020-03-08 00:00:00.000,50,7134,19376,162008,49,2020-03-08 00:00:00.000,00:00,
618,4.267542836,178189,158569,6608,115,2020-03-07 00:00:00.000,44,6767,19620,151802,48,2020-03-07 00:00:00.000,00:00,
619,4.397234584,164740,142908,6136,106,2020-03-06 00:00:00.000,42,6284,21832,136624,47,2020-03-06 00:00:00.000,00:00,
620,4.622748154,146541,124731,5645,86,2020-03-05 00:00:00.000,35,5766,21810,118965,46,2020-03-05 00:00:00.000,00:00,
621,4.919985595,136707,108293,5256,40,2020-03-04 00:00:00.000,32,5328,28414,102965,45,2020-03-04 00:00:00.000,00:00,
622,5.329139718,125851,90296,4750,34,2020-03-03 00:00:00.000,28,4812,35555,85484,44,2020-03-03 00:00:00.000,00:00,
623,5.557314756,109591,75792,4159,30,2020-03-02 00:00:00.000,23,4212,33799,71580,43,2020-03-02 00:00:00.000,00:00,
624,5.541846758,96985,63625,3481,28,2020-03-01 00:00:00.000,17,3526,33360,60099,42,2020-03-01 00:00:00.000,00:00,
625,5.802696442,85693,50511,2889,26,2020-02-29 00:00:00.000,16,2931,35182,47580,41,2020-02-29 00:00:00.000,00:00,
626,4.967692799,70940,40703,1984,25,2020-02-28 00:00:00.000,13,2022,30237,38681,40,2020-02-28 00:00:00.000,00:00,
627,4.919499106,57990,32422,1560,23,2020-02-27 00:00:00.000,12,1595,25568,30827,39,2020-02-27 00:00:00.000,00:00,
628,4.509857936,46127,25411,1114,21,2020-02-26 00:00:00.000,11,1146,20716,24265,38,2020-02-26 00:00:00.000,00:00,
629,3.910492205,36716,22836,864,21,2020-02-25 00:00:00.000,8,893,13880,21943,37,2020-02-25 00:00:00.000,00:00,
630,4.492463495,28615,16984,739,17,2020-02-24 16:00:00.000,7,763,11631,16221,36,2020-02-24 00:00:00.000,16:00,
631,3.814489572,22633,14576,536,17,2020-02-23 16:00:00.000,3,556,8057,14020,35,2020-02-23 00:00:00.000,16:00,
632,2.547114252,19621,13584,326,17,2020-02-22 16:00:00.000,3,346,6037,13238,34,2020-02-22 00:00:00.000,16:00,
633,1.340666896,14816,11636,139,16,2020-02-21 16:00:00.000,1,156,3180,11480,33,2020-02-21 00:00:00.000,16:00,
634,0.796039219,12161,10301,65,16,2020-02-20 16:00:00.000,1,82,1860,10219,32,2020-02-20 00:00:00.000,16:00,
635,0.712589074,10411,9262,54,12,2020-02-19 16:00:00.000,0,66,1149,9196,31,2020-02-19 00:00:00.000,16:00,
636,0.378832722,9265,8447,22,10,2020-02-18 16:00:00.000,0,32,818,8415,30,2020-02-18 00:00:00.000,16:00,
637,0.401983117,8171,7463,21,9,2020-02-17 16:00:00.000,0,30,708,7433,29,2020-02-17 00:00:00.000,16:00,
638,0.403551251,7919,7434,21,9,2020-02-16 16:00:00.000,0,30,485,7404,28,2020-02-16 00:00:00.000,16:00,
639,0.402241057,7519,6961,21,7,2020-02-15 16:00:00.000,0,28,558,6933,27,2020-02-15 00:00:00.000,16:00,
640,0.443108087,6854,6319,21,7,2020-02-14 16:00:00.000,0,28,535,6291,26,2020-02-14 00:00:00.000,16:00,
641,0.534861509,5797,5235,21,7,2020-02-13 16:00:00.000,0,28,562,5207,25,2020-02-13 00:00:00.000,16:00,
642,0.652832828,5074,4289,24,4,2020-02-12 16:00:00.000,0,28,785,4261,24,2020-02-12 00:00:00.000,16:00,
643,0.976630624,3629,2867,24,4,2020-02-11 16:00:00.000,0,28,762,2839,23,2020-02-11 00:00:00.000,16:00,
644,1.247216036,2776,2245,25,3,2020-02-10 16:00:00.000,0,28,531,2217,22,2020-02-10 00:00:00.000,16:00,
645,1.859504132,2340,1452,25,2,2020-02-09 16:00:00.000,0,27,888,1425,21,2020-02-09 00:00:00.000,16:00,
646,2.220166512,1701,1081,22,2,2020-02-08 16:00:00.000,0,24,620,1057,20,2020-02-08 00:00:00.000,16:00,
647,2.98879203,1130,803,22,2,2020-02-07 16:00:00.000,0,24,327,779,19,2020-02-07 00:00:00.000,16:00,
648,3.351955307,885,716,24,0,2020-02-06 09:00:00.000,0,24,169,692,18,2020-02-06 00:00:00.000,09:00,
649,3.115727003,714,674,21,0,2020-02-05 19:00:00.000,0,21,40,653,17,2020-02-05 00:00:00.000,19:00,
650,2.635914333,607,607,16,0,2020-02-04 00:00:00.000,0,16,0,591,16,2020-02-04 00:00:00.000,00:00,
651,3.06122449,490,490,15,0,2020-02-03 00:00:00.000,0,15,0,475,15,2020-02-03 00:00:00.000,00:00,
652,3.496503497,429,429,15,0,2020-02-02 00:00:00.000,0,15,0,414,14,2020-02-02 00:00:00.000,00:00,
653,3.234501348,371,371,12,0,2020-02-01 00:00:00.000,0,12,0,359,13,2020-02-01 00:00:00.000,00:00,
654,3.28358209,335,335,11,0,2020-01-31 00:00:00.000,0,11,0,324,12,2020-01-31 00:00:00.000,00:00,
655,2.545454545,275,275,7,0,2020-01-30 00:00:00.000,0,7,0,268,11,2020-01-30 00:00:00.000,00:00,
656,1.923076923,208,208,4,0,2020-01-29 00:00:00.000,0,4,0,204,10,2020-01-29 00:00:00.000,00:00,
657,2.919708029,137,137,4,0,2020-01-28 00:00:00.000,0,4,0,133,9,2020-01-28 00:00:00.000,00:00,
658,4.761904762,84,84,4,0,2020-01-27 10:00:00.000,0,4,0,80,8,2020-01-27 00:00:00.000,10:00,
659,5.357142857,56,56,3,0,2020-01-26 09:00:00.000,0,3,0,53,7,2020-01-26 00:00:00.000,09:00,
660,4.255319149,47,47,2,0,2020-01-25 00:00:00.000,0,2,0,45,6,2020-01-25 00:00:00.000,00:00,
661,6.896551724,29,29,2,0,2020-01-24 00:00:00.000,0,2,0,27,5,2020-01-24 00:00:00.000,00:00,
662,4.0,25,25,1,0,2020-01-23 09:00:00.000,0,1,0,24,4,2020-01-23 00:00:00.000,09:00,
663,4.761904762,21,21,1,0,2020-01-22 12:00:00.000,0,1,0,20,3,2020-01-22 00:00:00.000,12:00,
664,6.666666667,15,15,1,0,2020-01-21 09:00:00.000,0,1,0,14,2,2020-01-21 00:00:00.000,09:00,
665,25.0,4,4,1,0,2020-01-20 17:00:00.000,0,1,0,3,1,2020-01-20 00:00:00.000,17:00,
