지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),최고기온 나타난날(yyyymmdd),최저기온 나타난날(yyyymmdd),최심적설(cm),최심신적설(cm),3시간신적설합(cm),최심적설 나타난날(yyyymmdd),최심신적설 나타난날(yyyymmdd)
90,속초,2017-01-01,0.8,5,-3.3,11.3,-11.2,20170107,20170123,,,,,
90,속초,2017-02-01,3,7.5,-1.7,14.7,-8.2,20170216,20170210,,,,,
90,속초,2017-03-01,7,11.4,2.6,18.5,-2.8,20170318,20170308,,,,,
90,속초,2017-04-01,14.8,20.1,9.8,30.8,2.6,20170430,20170402,,,,,
90,속초,2017-05-01,18.7,23.8,13.8,34.3,9.3,20170519,20170501,,,,,
90,속초,2017-06-01,19.8,23.8,15.9,29.7,9.9,20170614,20170602,,,,,
90,속초,2017-07-01,25.6,29.1,22.5,34.9,18.9,20170721,20170705,,,,,
90,속초,2017-08-01,23.7,26.7,21.1,32.4,16.4,20170822,20170830,,,,,
90,속초,2017-09-01,20.8,25.1,16.1,28.4,13.1,20170908,20170929,,,,,
90,속초,2017-10-01,14.5,18.8,10.5,25,4,20171001,20171031,,,,,
90,속초,2017-11-01,7.8,12.3,2.9,20.4,-4,20171102,20171119,,,,,
90,속초,2017-12-01,0.7,4.7,-3.6,11.4,-9.9,20171223,20171217,,,,,
90,속초,2018-01-01,-1.4,2.8,-5.6,11.9,-16.2,20180115,20180125,,,,,
90,속초,2018-02-01,-0.5,3.9,-4.9,10.5,-13.2,20180214,20180206,,,,,
90,속초,2018-03-01,8,12.5,3,24.7,-6.2,20180327,20180302,,,,,
90,속초,2018-04-01,13,18.8,7.5,32.5,2,20180421,20180409,,,,,
90,속초,2018-05-01,15.9,20.7,11.6,29.4,4.5,20180516,20180510,,,,,
90,속초,2018-06-01,21.3,25.9,17.4,33.9,13.2,20180624,20180617,,,,,
90,속초,2018-07-01,25,28.7,22.1,35.4,14.8,20180722,20180707,,,,,
90,속초,2018-08-01,25.6,29.2,22.4,38.7,17.2,20180805,20180818,,,,,
90,속초,2018-09-01,20,23.8,16.2,29,12.6,20180905,20180925,,,,,
90,속초,2018-10-01,13.5,17.9,9,23.8,0.3,20181007,20181030,,,,,
90,속초,2018-11-01,9.2,13.3,5.3,19.2,-1.9,20181104,20181123,,,,,
90,속초,2018-12-01,1.6,5.8,-2.4,12.7,-11.4,20181202,20181228,,,,,
90,속초,2019-01-01,1.7,6.3,-3,12.8,-9,20190130,20190116,,,,,
90,속초,2019-02-01,2.5,6.5,-1.7,15.7,-7.3,20190224,20190208,,,,,
90,속초,2019-03-01,8.2,13.1,3.1,21.6,-1.4,20190319,20190314,,,,,
90,속초,2019-04-01,11.9,16.6,6.9,25.9,1.3,20190417,20190411,,,,,
90,속초,2019-05-01,19.8,25,14.7,34.2,6.5,20190525,20190506,,,,,
90,속초,2019-06-01,20,24.1,16.6,30.2,11.5,20190603,20190612,,,,,
90,속초,2019-07-01,24.7,28,21.8,36.1,17.7,20190723,20190708,,,,,
90,속초,2019-08-01,25.7,29.4,22.7,35.6,19.3,20190801,20190831,,,,,
90,속초,2019-09-01,20.9,24.7,17.5,32.3,11.6,20190907,20190923,,,,,
90,속초,2019-10-01,16.1,20,12.1,25,6.5,20191001,20191030,,,,,
90,속초,2019-11-01,9.4,13.9,5.2,21.1,-1.2,20191105,20191120,,,,,
90,속초,2019-12-01,4.2,8.4,-0.2,14.4,-7.1,20191216,20191206,,,,,
90,속초,2020-01-01,3.4,7.2,0.3,11.2,-4.1,20200122,20200114,,,,,
90,속초,2020-02-01,4.1,8,-0.2,16.1,-8.2,20200213,20200206,,,,,
90,속초,2020-03-01,7.9,12.6,2.7,19.3,-1.8,20200326,20200305,,,,,
90,속초,2020-04-01,11.3,16.1,6.3,24.5,0.9,20200430,20200405,,,,,
90,속초,2020-05-01,17.1,21.6,13.3,32.4,7.8,20200501,20200519,,,,,
90,속초,2020-06-01,22.2,26.4,18.3,33.2,13.9,20200614,20200603,,,,,
90,속초,2020-07-01,21.6,24.7,19,33.3,15.6,20200731,20200712,,,,,
90,속초,2020-08-01,25.7,29.6,22.8,35.1,19.6,20200819,20200823,,,,,
90,속초,2020-09-01,20.1,23.8,16.8,28.7,12.1,20200903,20200928,,,,,
90,속초,2020-10-01,14.3,19,9.7,23.7,4.6,20201002,20201024,,,,,
90,속초,2020-11-01,10,14.4,5.4,23.1,-2.1,20201119,20201130,,,,,
90,속초,2020-12-01,1.8,6,-2.5,11.2,-11.3,20201228,20201231,,,,,
90,속초,2021-01-01,-1.2,2.9,-5.5,9.7,-16.1,20210121,20210108,,,,,
90,속초,2021-02-01,3.1,7.7,-1.5,17.8,-10.1,20210220,20210218,,,,,
90,속초,2021-03-01,8,12.6,3.7,18.9,-4.5,20210323,20210303,,,,,
90,속초,2021-04-01,12.3,16.6,7.8,23.8,2,20210419,20210405,,,,,
90,속초,2021-05-01,16.7,21.5,12.1,29.8,7.6,20210523,20210502,,,,,
90,속초,2021-06-01,20.3,23.8,17.1,30,12.9,20210607,20210604,,,,,
90,속초,2021-07-01,25.5,29.3,22.3,33.2,18.1,20210731,20210705,,,,,
90,속초,2021-08-01,24.4,28,21.5,33.8,17.1,20210804,20210831,,,,,
90,속초,2021-09-01,20.9,24.7,17.6,28.8,14.6,20210921,20210930,,,,,
90,속초,2021-10-01,15.5,20,11.6,27.5,2.2,20211010,20211017,,,,,
90,속초,2021-11-01,,,,20.1,0.7,20211107,20211113,,,,,
93,북춘천,2017-01-01,-3.4,3.3,-9.8,11.6,-17,20170108,20170124,10.7,7.5,19.4,20170130,20170127
93,북춘천,2017-02-01,-1.5,5.4,-8.2,12.2,-15.7,20170228,20170202,8.3,0,0,20170201,20170223
93,북춘천,2017-03-01,4.6,12.2,-2.3,19,-8.3,20170319,20170308,,,,,
93,북춘천,2017-04-01,13.2,21,5.6,29.1,-0.8,20170430,20170403,,,,,
93,북춘천,2017-05-01,18.6,26.2,11.3,30.7,6.7,20170520,20170508,,,,,
93,북춘천,2017-06-01,22.3,29.6,15.8,35,9.2,20170623,20170611,,,,,
93,북춘천,2017-07-01,26.3,30.7,23,34.9,19.4,20170706,20170701,,,,,
93,북춘천,2017-08-01,24.4,29.6,20.5,37.5,13.9,20170805,20170831,,,,,
93,북춘천,2017-09-01,19.1,26.5,13,30.5,4.9,20170904,20170929,,,,,
93,북춘천,2017-10-01,13.5,21,7.7,26.9,-3.7,20171008,20171031,,,,,
93,북춘천,2017-11-01,3.2,9.9,-3,18.8,-10.2,20171108,20171119,2.9,2.9,3.4,20171125,20171125
93,북춘천,2017-12-01,-4.3,1.5,-10.3,8.6,-19,20171223,20171213,6.3,6.3,19,20171210,20171210
93,북춘천,2018-01-01,-6,0.6,-11.8,8.6,-21.7,20180117,20180127,5,5,10.6,20180123,20180122
93,북춘천,2018-02-01,-3.4,3.6,-10.3,10.4,-19.2,20180226,20180207,7.6,7.6,7.6,20180223,20180223
93,북춘천,2018-03-01,7,13.8,0.2,23.4,-8.2,20180329,20180302,,,,,
93,북춘천,2018-04-01,12,19.5,4.9,29.2,-3,20180421,20180408,1.5,1.5,1.5,20180408,20180408
93,북춘천,2018-05-01,17.2,23.9,10.8,31,2.9,20180526,20180504,,,,,
93,북춘천,2018-06-01,22.6,29.3,16.6,34.5,11.9,20180624,20180616,,,,,
93,북춘천,2018-07-01,26.3,31.8,21.7,37.6,13.7,20180722,20180708,,,,,
93,북춘천,2018-08-01,26.9,32.9,22.2,40.6,15.8,20180801,20180818,,,,,
93,북춘천,2018-09-01,19.1,25.7,13.4,29.5,6.5,20180904,20180925,,,,,
93,북춘천,2018-10-01,10.3,17.9,4.4,25,-2.5,20181004,20181030,,,,,
93,북춘천,2018-11-01,5.1,12.1,0,19.3,-7.3,20181103,20181123,8.5,8.5,8.5,20181124,20181124
93,북춘천,2018-12-01,-3.2,3.4,-8.7,12,-16.9,20181204,20181228,2.6,2.6,4.2,20181211,20181211
93,북춘천,2019-01-01,-3.9,4.2,-10.9,8.3,-15.1,20190123,20190103,0,0,0,20190128,20190128
93,북춘천,2019-02-01,-0.6,5.9,-6.7,13.4,-13.6,20190227,20190201,4,4,7.4,20190219,20190219
93,북춘천,2019-03-01,5,12.3,-1.8,18.3,-7.3,20190319,20190314,,,,,
93,북춘천,2019-04-01,10.6,18.3,3.3,28.3,-5.1,20190422,20190401,,,,,
93,북춘천,2019-05-01,18.3,26.6,10,33.3,2.6,20190524,20190507,,,,,
93,북춘천,2019-06-01,21.4,27.8,15.5,33.1,9.9,20190627,20190611,,,,,
93,북춘천,2019-07-01,25,29.9,21,36.2,14.8,20190705,20190709,,,,,
93,북춘천,2019-08-01,25.6,31.2,21.2,36.5,16.1,20190805,20190831,,,,,
93,북춘천,2019-09-01,20.7,26.5,16.2,31.6,10.7,20190907,20190919,,,,,
93,북춘천,2019-10-01,14,20.7,8.3,29.9,0.2,20191001,20191030,,,,,
93,북춘천,2019-11-01,4.9,11.9,-0.6,20.3,-7.5,20191101,20191120,0.3,0.3,0.3,20191115,20191115
93,북춘천,2019-12-01,-0.7,4.3,-5.4,10.5,-13.4,20191211,20191206,0.9,0.9,2.3,20191214,20191214
93,북춘천,2020-01-01,-0.7,5.6,-5.8,10.9,-10.6,20200126,20200115,0.4,0.4,1,20200106,20200106
93,북춘천,2020-02-01,0.7,6.9,-5,15.5,-14.8,20200215,20200206,1.8,1.8,2,20200205,20200204
93,북춘천,2020-03-01,6.1,13.5,-1.5,21,-6.6,20200326,20200306,,,,,
93,북춘천,2020-04-01,9.7,17.4,1.7,24.6,-4.5,20200430,20200405,,,,,
93,북춘천,2020-05-01,17.4,23.7,11.5,29.8,5.4,20200530,20200520,,,,,
93,북춘천,2020-06-01,23.5,29.5,17.9,35.8,13.6,20200622,20200603,,,,,
93,북춘천,2020-07-01,23.3,27.9,19.1,32.7,16.1,20200717,20200712,,,,,
93,북춘천,2020-08-01,25.6,29.6,22.8,35.4,20.3,20200826,20200823,,,,,
93,북춘천,2020-09-01,19,24.9,14.5,30,8.2,20200901,20200921,,,,,
93,북춘천,2020-10-01,10.9,19.1,4.5,23.7,-2.7,20201001,20201024,,,,,
93,북춘천,2020-11-01,5.3,12.1,-0.3,19.4,-8.3,20201119,20201130,,,,,
93,북춘천,2020-12-01,-3.6,2.9,-9.1,9.9,-18.5,20201228,20201216,6.2,6.2,6.5,20201213,20201213
93,북춘천,2021-01-01,-5.7,0.7,-11.8,11.5,-22.5,20210125,20210108,4.9,3.9,16.7,20210118,20210118
93,북춘천,2021-02-01,0.4,7.6,-6.3,19.7,-14.2,20210221,20210218,8.9,4.5,8.9,20210204,20210204
93,북춘천,2021-03-01,7.1,14.3,0.5,22.8,-4.7,20210331,20210303,9.8,9.5,9.8,20210302,20210301
93,북춘천,2021-04-01,12.4,19.5,5.5,29.2,-0.1,20210421,20210405,,,,,
93,북춘천,2021-05-01,15.6,22.1,9.8,30.6,3.1,20210514,20210506,,,,,
93,북춘천,2021-06-01,21.6,27.5,16.7,32.3,12.4,20210613,20210606,,,,,
93,북춘천,2021-07-01,26.7,32.7,22,36.6,18.5,20210727,20210703,,,,,
93,북춘천,2021-08-01,24.3,29.3,20.5,34.4,15.7,20210806,20210819,,,,,
93,북춘천,2021-09-01,20.7,26.4,15.7,29.7,13.2,20210913,20210904,,,,,
93,북춘천,2021-10-01,13.1,19.6,7.9,28.2,-2,20211003,20211017,,,,,
93,북춘천,2021-11-01,,,,21,-4.8,20211107,20211113,,,,,
95,철원,2017-01-01,-4.4,2,-10.4,9.9,-18.2,20170108,20170124,,,,,
95,철원,2017-02-01,-2.6,3.7,-9.2,10.6,-16.6,20170228,20170202,,,,,
95,철원,2017-03-01,3.5,10.8,-3.4,17.4,-9.4,20170319,20170308,,,,,
95,철원,2017-04-01,12.1,19.3,4.8,26.6,-2.4,20170430,20170402,,,,,
95,철원,2017-05-01,17.7,24.4,10.9,28.9,5.9,20170503,20170506,,,,,
95,철원,2017-06-01,21.3,27.7,15,32,8.7,20170616,20170611,,,,,
95,철원,2017-07-01,25.5,29.7,22.1,33.6,18.1,20170706,20170701,,,,,
95,철원,2017-08-01,23.6,28.5,19.5,33.8,11.7,20170803,20170830,,,,,
95,철원,2017-09-01,18.8,25.8,12.6,28.9,3.9,20170926,20170929,,,,,
95,철원,2017-10-01,12.8,20.2,6.5,26.8,-4.8,20171002,20171031,,,,,
95,철원,2017-11-01,2.7,8.7,-3.7,18.2,-11.5,20171102,20171119,,,,,
95,철원,2017-12-01,-4.9,0.4,-10.8,8.5,-18.8,20171223,20171213,,,,,
95,철원,2018-01-01,-7.3,-1.2,-13.3,7.7,-25.2,20180117,20180126,,,,,
95,철원,2018-02-01,-4.4,2.1,-11.5,9.8,-21.1,20180226,20180207,,,,,
95,철원,2018-03-01,6.2,12.8,-0.4,21.9,-10.8,20180329,20180302,,,,,
95,철원,2018-04-01,11.2,17.9,4.4,27.1,-3.5,20180420,20180408,,,,,
95,철원,2018-05-01,16.8,22.8,10.9,29.5,5.7,20180515,20180503,,,,,
95,철원,2018-06-01,21.7,27.8,16,32.3,12,20180625,20180616,,,,,
95,철원,2018-07-01,25.4,30.4,21.3,36,14.7,20180728,20180708,,,,,
95,철원,2018-08-01,26.3,31.8,21.8,38.4,15.4,20180801,20180818,,,,,
95,철원,2018-09-01,18.8,25.2,13,29.4,5.9,20180901,20180925,,,,,
95,철원,2018-10-01,9.9,17.2,3.7,24.6,-3.3,20181004,20181030,,,,,
95,철원,2018-11-01,4.5,11.4,-1,18.6,-8.4,20181104,20181123,,,,,
95,철원,2018-12-01,-4,2.6,-10.1,11.4,-18.6,20181222,20181228,,,,,
95,철원,2019-01-01,-4.9,2.6,-12.5,7.6,-17.1,20190112,20190109,,,,,
95,철원,2019-02-01,-1.7,5,-8.2,13.2,-15.2,20190223,20190201,,,,,
95,철원,2019-03-01,4.5,11.3,-2.4,17.1,-7.9,20190319,20190314,,,,,
95,철원,2019-04-01,9.9,17.2,2.2,27.6,-5.8,20190422,20190401,,,,,
95,철원,2019-05-01,17.8,25.3,10,32.5,2.8,20190524,20190507,,,,,
95,철원,2019-06-01,20.9,26.9,15.3,32.1,10.3,20190627,20190611,,,,,
95,철원,2019-07-01,24.2,29.1,20.3,34.5,14.3,20190705,20190709,,,,,
95,철원,2019-08-01,24.8,30.1,20.4,35.1,15.6,20190806,20190830,,,,,
95,철원,2019-09-01,20,25.8,15.3,30.3,8.7,20190907,20190919,,,,,
95,철원,2019-10-01,13.7,20.3,7.6,27.8,-0.9,20191001,20191030,,,,,
95,철원,2019-11-01,4.5,11.9,-1.5,20.8,-8.3,20191104,20191120,,,,,
95,철원,2019-12-01,-1.1,4,-6,11.3,-15.6,20191216,20191206,,,,,
95,철원,2020-01-01,-1.2,4.8,-6.2,11,-11.7,20200126,20200115,,,,,
95,철원,2020-02-01,0,6,-5.4,15.8,-17.7,20200215,20200206,,,,,
95,철원,2020-03-01,5.5,12.6,-2.2,19.9,-7.9,20200326,20200316,,,,,
95,철원,2020-04-01,9.1,16.4,1.1,22.8,-5.2,20200430,20200405,,,,,
95,철원,2020-05-01,16.9,22.6,11.6,28.8,5.6,20200530,20200513,,,,,
95,철원,2020-06-01,22.5,28.2,17.4,33.6,12.7,20200622,20200602,,,,,
95,철원,2020-07-01,22.8,27.5,18.9,31.7,15.3,20200709,20200712,,,,,
95,철원,2020-08-01,25.1,28.7,22.3,34.9,18.7,20200826,20200823,,,,,
95,철원,2020-09-01,18.8,24.4,14.1,30.1,7.8,20200901,20200921,,,,,
95,철원,2020-10-01,10.9,18.5,3.9,23.1,-2.7,20201008,20201024,,,,,
95,철원,2020-11-01,5,11.4,-1,19.8,-8.9,20201119,20201130,,,,,
95,철원,2020-12-01,-3.9,2.1,-9.7,9.9,-18.8,20201228,20201216,,,,,
95,철원,2021-01-01,-5.9,0.7,-12.6,13.1,-22.4,20210125,20210109,,,,,
95,철원,2021-02-01,0.1,6.8,-6.7,17.3,-14.6,20210221,20210203,,,,,
95,철원,2021-03-01,6.2,13.4,-0.3,21.7,-7.8,20210331,20210303,,,,,
95,철원,2021-04-01,12,18.7,5.2,28,-0.3,20210421,20210414,,,,,
95,철원,2021-05-01,15.5,21.8,9.7,29.7,3.6,20210514,20210506,,,,,
95,철원,2021-06-01,21.2,26.8,16.4,31.1,12.4,20210613,20210604,,,,,
95,철원,2021-07-01,26.1,31.7,21.2,35.7,17.7,20210727,20210706,,,,,
95,철원,2021-08-01,23.6,28.7,19.7,32.1,15.4,20210805,20210819,,,,,
95,철원,2021-09-01,20.3,26,15.1,29.6,12.5,20210914,20210916,,,,,
95,철원,2021-10-01,12.7,19.2,7.3,27.6,-2.6,20211003,20211017,,,,,
95,철원,2021-11-01,,,,20.1,-4.7,20211106,20211113,,,,,
98,동두천,2017-01-01,-2.5,4.1,-7.9,13.6,-14.9,20170108,20170124,,,,,
98,동두천,2017-02-01,-0.8,5.7,-6.6,12.4,-11.8,20170228,20170202,,,,,
98,동두천,2017-03-01,5.6,13.7,-0.8,21,-7.3,20170319,20170308,,,,,
98,동두천,2017-04-01,13.2,21.3,6.9,28.3,0.5,20170430,20170402,,,,,
98,동두천,2017-05-01,18.4,26.2,11.7,30.9,6.9,20170503,20170507,,,,,
98,동두천,2017-06-01,22.2,29.7,16,35.5,10.6,20170623,20170611,,,,,
98,동두천,2017-07-01,26,30.5,22.9,34.5,20.2,20170706,20170701,,,,,
98,동두천,2017-08-01,24.5,29.8,20.9,35.9,13.6,20170805,20170830,,,,,
98,동두천,2017-09-01,20.1,27.2,14.5,30.4,6.8,20170903,20170929,,,,,
98,동두천,2017-10-01,14.1,21.7,8.5,27.8,-0.9,20171007,20171031,,,,,
98,동두천,2017-11-01,4.2,11,-1.4,19.5,-9.2,20171108,20171119,,,,,
98,동두천,2017-12-01,-3.3,2.2,-8.5,9.7,-16.6,20171223,20171213,0.9,,,20171207,
98,동두천,2018-01-01,-5.4,0.8,-10.1,9.8,-20.4,20180117,20180127,,,,,
98,동두천,2018-02-01,-2.6,4.4,-8.6,11.7,-16.9,20180226,20180207,,,,,
98,동두천,2018-03-01,7.4,14.6,1.9,23.8,-8.4,20180330,20180302,,,,,
98,동두천,2018-04-01,12.4,19.9,6.3,28.7,-1.6,20180420,20180408,,,,,
98,동두천,2018-05-01,17.4,24.1,11.4,30.4,5.3,20180526,20180503,,,,,
98,동두천,2018-06-01,22.1,28.7,16.7,32.2,13.6,20180625,20180616,,,,,
98,동두천,2018-07-01,26.3,31.5,22.2,36.2,16,20180724,20180708,,,,,
98,동두천,2018-08-01,27.2,33.3,23,38.7,17.2,20180801,20180818,,,,,
98,동두천,2018-09-01,19.8,26.2,14.8,31.5,7.5,20180901,20180925,,,,,
98,동두천,2018-10-01,11.4,18.6,5.5,25.6,-1.4,20181004,20181030,,,,,
98,동두천,2018-11-01,6.4,13.5,1.2,20.8,-5.7,20181103,20181123,,,,,
98,동두천,2018-12-01,-2,4.6,-7.3,12.6,-15.5,20181222,20181228,,,,,
98,동두천,2019-01-01,-2.4,4.9,-8.3,9.8,-13,20190113,20190102,,,,,
98,동두천,2019-02-01,-0.3,6.3,-6,14.4,-11.3,20190223,20190201,,,,,
98,동두천,2019-03-01,5.7,12.9,-0.4,18.5,-5.2,20190326,20190314,,,,,
98,동두천,2019-04-01,11,18.3,4.4,28.4,-3.6,20190422,20190401,,,,,
98,동두천,2019-05-01,18.3,26.2,10.8,32.8,4.5,20190524,20190507,,,,,
98,동두천,2019-06-01,21.1,27.3,15.8,31.8,11.6,20190625,20190602,,,,,
98,동두천,2019-07-01,24.6,29.5,21,35.8,16.5,20190706,20190709,,,,,
98,동두천,2019-08-01,25.4,30.5,21.2,35.3,16.3,20190806,20190831,,,,,
98,동두천,2019-09-01,20.8,26.2,16.5,29.9,9.6,20190909,20190919,,,,,
98,동두천,2019-10-01,14.4,21,8.8,27.9,1.1,20191001,20191027,,,,,
98,동두천,2019-11-01,5.7,12.8,0.3,19.7,-6.6,20191103,20191120,,,,,
98,동두천,2019-12-01,0,5,-4.8,13.3,-13.4,20191216,20191206,,,,,
98,동두천,2020-01-01,0,5.9,-4.5,12.4,-10.2,20200126,20200115,,,,,
98,동두천,2020-02-01,1.2,7.6,-3.7,17.5,-14.9,20200215,20200206,,,,,
98,동두천,2020-03-01,6.7,14.4,0,22.3,-5.4,20200326,20200306,,,,,
98,동두천,2020-04-01,10.2,17.9,3.3,24.6,-0.7,20200430,20200406,,,,,
98,동두천,2020-05-01,17.1,23.7,11.8,29.5,6.5,20200530,20200513,,,,,
98,동두천,2020-06-01,22.8,28.8,17.9,35.5,13.3,20200622,20200602,,,,,
98,동두천,2020-07-01,23,27.5,19.4,32.2,16.2,20200709,20200701,,,,,
98,동두천,2020-08-01,25.3,28.8,22.8,35,19.8,20200826,20200823,,,,,
98,동두천,2020-09-01,19.5,25,15.4,30.1,9.3,20200901,20200921,,,,,
98,동두천,2020-10-01,12,19.5,5.9,24.8,0,20201001,20201024,,,,,
98,동두천,2020-11-01,6.3,12.8,0.8,19.7,-7.5,20201114,20201130,,,,,
98,동두천,2020-12-01,-2.2,3.7,-7.2,10.9,-15.9,20201227,20201216,,,,,
98,동두천,2021-01-01,-4.2,2.1,-9.9,15,-20.2,20210125,20210108,,,,,
98,동두천,2021-02-01,1.3,8.4,-5,19.2,-12.2,20210221,20210203,,,,,
98,동두천,2021-03-01,7.7,15.5,1.6,23.9,-3.8,20210331,20210303,,,,,
98,동두천,2021-04-01,13,20.3,6.7,29.1,0,20210421,20210414,,,,,
98,동두천,2021-05-01,15.8,22.2,10.2,29.9,5,20210514,20210506,,,,,
98,동두천,2021-06-01,21.3,27,16.8,30.8,11.5,20210613,20210604,,,,,
98,동두천,2021-07-01,26.4,31.7,22.1,35.7,18.5,20210724,20210701,,,,,
98,동두천,2021-08-01,24.3,29.2,20.6,32.6,17.7,20210805,20210831,,,,,
98,동두천,2021-09-01,20.8,26.3,16.2,29.6,13.8,20210914,20210924,,,,,
98,동두천,2021-10-01,13.7,19.9,8.5,28.2,-0.9,20211003,20211017,,,,,
98,동두천,2021-11-01,,,,22.2,-2.8,20211107,20211113,,,,,
99,파주,2017-01-01,-3.9,2.5,-10,10.1,-17.9,20170108,20170124,,,,,
99,파주,2017-02-01,-2.3,4.1,-8.7,10.7,-14.9,20170228,20170202,,,,,
99,파주,2017-03-01,3.8,11.7,-3.2,18.8,-8.5,20170319,20170308,,,,,
99,파주,2017-04-01,11.7,19.2,5,25.1,-2.1,20170430,20170403,,,,,
99,파주,2017-05-01,16.8,24.6,10,29.1,5.2,20170503,20170506,,,,,
99,파주,2017-06-01,20.9,28,15,33.1,9.2,20170623,20170604,,,,,
99,파주,2017-07-01,25.3,30,22.3,33.5,19.9,20170720,20170706,,,,,
99,파주,2017-08-01,23.7,29,19.9,34.9,11.8,20170803,20170829,,,,,
99,파주,2017-09-01,19.1,26.5,13.4,29.5,4.2,20170908,20170929,,,,,
99,파주,2017-10-01,13,20.3,7,26.8,-3.6,20171008,20171031,,,,,
99,파주,2017-11-01,2.8,9.4,-3.5,19.9,-11.1,20171102,20171119,,,,,
99,파주,2017-12-01,-4.6,0.6,-10.8,8,-18.8,20171203,20171213,1.4,,,20171207,
99,파주,2018-01-01,-6.8,-0.8,-12.2,8,-23.5,20180117,20180127,,,,,
99,파주,2018-02-01,-4.2,2.7,-11.3,9.6,-20.6,20180214,20180207,,,,,
99,파주,2018-03-01,5.8,12.4,0.1,21.1,-9.7,20180330,20180302,,,,,
99,파주,2018-04-01,10.6,17.7,4.3,25.3,-3.8,20180420,20180408,,,,,
99,파주,2018-05-01,16,22.6,10.3,29.9,4.5,20180515,20180503,,,,,
99,파주,2018-06-01,20.8,27.4,15.7,31,11.8,20180622,20180603,,,,,
99,파주,2018-07-01,25.5,30.9,21.5,36.7,14.8,20180722,20180708,,,,,
99,파주,2018-08-01,26.5,32.2,22.3,37.6,16.6,20180801,20180817,,,,,
99,파주,2018-09-01,19.2,25.8,14,30.1,6.9,20180901,20180925,,,,,
99,파주,2018-10-01,10.3,18.4,4.1,25.5,-3.1,20181004,20181030,,,,,
99,파주,2018-11-01,5,12.4,-0.7,19.4,-8.3,20181103,20181123,,,,,
99,파주,2018-12-01,-3.2,3.3,-9,11.4,-17.7,20181202,20181228,,,,,
99,파주,2019-01-01,-4,3.6,-11.4,8,-16.1,20190122,20190102,,,,,
99,파주,2019-02-01,-1.2,5.4,-7.5,13.2,-14.4,20190223,20190201,,,,,
99,파주,2019-03-01,4.7,11.9,-1.8,16.8,-7.5,20190326,20190314,,,,,
99,파주,2019-04-01,10.1,17.4,2.9,26.6,-5,20190422,20190401,,,,,
99,파주,2019-05-01,17.3,25,9.6,31.3,1.8,20190524,20190507,,,,,
99,파주,2019-06-01,20.6,26.3,15.5,31.6,10.3,20190627,20190602,,,,,
99,파주,2019-07-01,24.3,29.2,20.6,34.7,16.3,20190719,20190709,,,,,
99,파주,2019-08-01,25.1,30.3,20.8,34.7,15.5,20190811,20190831,,,,,
99,파주,2019-09-01,20.3,25.7,16.2,30,8.3,20190909,20190919,,,,,
99,파주,2019-10-01,13.9,21,7.8,28,-0.3,20191001,20191030,,,,,
99,파주,2019-11-01,4.8,12.1,-1.1,20.5,-8.2,20191103,20191120,,,,,
99,파주,2019-12-01,-0.8,4.3,-5.9,10.9,-14.9,20191216,20191206,,,,,
99,파주,2020-01-01,-0.6,5.3,-5.3,10.9,-11.4,20200126,20200115,,,,,
99,파주,2020-02-01,0.6,6.7,-4.7,16.4,-15.8,20200215,20200206,,,,,
99,파주,2020-03-01,5.7,12.9,-1.6,21.6,-7,20200326,20200306,,,,,
99,파주,2020-04-01,9.3,16.9,1.4,23,-3.8,20200416,20200405,,,,,
99,파주,2020-05-01,16.4,22.9,11.4,28.5,5.9,20200530,20200513,,,,,
99,파주,2020-06-01,22,27.8,17.3,34.4,12.4,20200622,20200602,,,,,
99,파주,2020-07-01,22.7,27.2,19.1,30.7,16.2,20200709,20200701,,,,,
99,파주,2020-08-01,25.2,28.9,22.7,34.2,20,20200826,20200823,,,,,
99,파주,2020-09-01,19.3,25,15,30.5,9.1,20200901,20200921,,,,,
99,파주,2020-10-01,11.2,19.2,4.3,24.2,-2.3,20201001,20201024,,,,,
99,파주,2020-11-01,5.4,12.1,-0.7,19.8,-8.9,20201118,20201130,,,,,
99,파주,2020-12-01,-3.3,3.1,-9.1,10.6,-17.4,20201227,20201216,,,,,
99,파주,2021-01-01,-5.1,1.5,-11.4,13.4,-21.7,20210125,20210108,,,,,
99,파주,2021-02-01,0.5,7.2,-6.1,16.8,-13.7,20210221,20210203,,,,,
99,파주,2021-03-01,6.7,14,0.4,22,-4.7,20210331,20210303,,,,,
99,파주,2021-04-01,12.2,19,5.8,26.7,-0.5,20210421,20210414,,,,,
99,파주,2021-05-01,15.5,21.9,10.1,29.4,4,20210514,20210506,,,,,
99,파주,2021-06-01,21.1,26.7,16.7,30.2,11.5,20210613,20210604,,,,,
99,파주,2021-07-01,26.1,31.4,22,35.1,19.1,20210725,20210703,,,,,
99,파주,2021-08-01,24.1,29.3,20.1,33,16.8,20210805,20210819,,,,,
99,파주,2021-09-01,20.6,26.5,16,29.5,13,20210914,20210924,,,,,
99,파주,2021-10-01,13,19.8,7.6,27.3,-2,20211003,20211017,,,,,
99,파주,2021-11-01,,,,21.8,-4.5,20211107,20211113,,,,,
100,대관령,2017-01-01,-6.2,-0.9,-11.8,6.9,-21.1,20170107,20170125,,,,,
100,대관령,2017-02-01,-4.3,0.9,-10.1,7.3,-17.1,20170228,20170211,,,,,
100,대관령,2017-03-01,0.3,6.1,-5.1,12.2,-10.4,20170330,20170308,,,,,
